Protocolo,Data,Assunto,Situação,Regime,Autoria
00035/2024,25/01/2024,"Solicita o recapeamento em toda extensão da Rua França, no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00034/2024,25/01/2024,"Solicita o recapeamento em toda extensão da Rua Jácomo Schincariol, no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00029/2024,25/01/2024,"Solicita o recapeamento em toda extensão da Inglaterra, no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00028/2024,25/01/2024,"Solicita o recapeamento de toda extensão da Rua Flávio Stein Proença, no Bairro Santo Antônio.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00027/2024,25/01/2024,Solicita o recapeamento de toda extensão da Rua Alemanha no Bairro Santo Antônio.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00026/2024,25/01/2024,"Solicita estudos para colocar em prática a Lei Federal 13.935/2019, que dispõe sobre a prestação de serviços de psicologia e de serviço social nas redes públicas de educação básica.",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00025/2024,25/01/2024,Solicita estudos para implantação de uma equipe responsável pelas podas de árvores no município.,Aprovada,Ordinário,JEISELE RENATA ROSADA
00009/2024,25/01/2024,Solicita intensificar as medidas de combate ao mosquito Aedes aegypti – transmissor da Dengue.,Aprovada,Ordinário,INÊS LUIZA FELIX DA COSTA
00008/2024,25/01/2024,"Solicita instalação de cobertura sobre os brinquedos instalados no Parque Ecológico Murilo Ferreira Carnicelli, além de proteger os brinquedos das intempéries climáticas, as crianças podem aproveitar mesmo em dias de forte sol ou chuva.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00007/2024,25/01/2024,"Solicita disponibilizar vagas de estacionamento para Pessoas com Deficiência e idosos, na Rua XV de Novembro, na altura do número 1.120.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00006/2024,25/01/2024,"Solicita aumentar o número de vagas de estacionamento destinado à Pessoas com Deficiência, nas ruas centrais do município, principalmente ao redor das Praças Rodrigues de Abreu e Cesário Motta",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00005/2024,25/01/2024,"Solicita à Empresa responsável pelo serviço de transporte coletivo, a implementação de sistema que possibilite pagamento com PIX na catraca.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00004/2024,25/01/2024,"Solicita estudos para colocar uma cobertura na entrada da Escola Professora Ana Aparecida Rufino Dias, no Bairro Porto Alegre, com intuito de proteger as crianças que ficam aguardando na calçada, principalmente em dias de chuva.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00003/2024,25/01/2024,"Solicita estudos sobre a viabilidade de oferecer uma academia gratuita, para a população.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00002/2024,25/01/2024,"Solicita melhorias na Avenida Belmiro Guitti, entre elas a substituição de lâmpadas queimadas, construção de calçada, corte de mato e manutenção do asfalto.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00033/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria do Serviço Autônomo de Água e Esgoto - SAAE, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00032/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria do Serviço Autônomo de Água e Esgoto - SAAE, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00031/2024,22/01/2024,"Lei nº 6.741, de 14 de dezembro de 2023, que altera dispositivos de 2023, que dispõe dobre Diretrizes Orçamentarias para Exercício de 2024",Aprovada,Extraordinário,Poder Executivo
00030/2024,22/01/2024,"Lei nº 6.740/2023, de 14 de dezembro de 2023, que altera dispositivo da Lei nº 6.027/2021, e suas alterações que dispõem sobre o Plano Plurianual do Município de Capivari, para o período de 2022 a 2025.",Aprovada,Extraordinário,Poder Executivo
00024/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00023/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00022/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00021/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00020/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00019/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00018/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00017/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00016/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - suplementar, como especifica.",Aprovada,Extraordinário,Poder Executivo
00015/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00014/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00013/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00012/2024,22/01/2024,"Fica o Poder Executivo expressamente autorizado a abrir na Contadoria Municipal, um Crédito adicional - especial, como especifica.",Aprovada,Extraordinário,Poder Executivo
00011/2024,22/01/2024,"Lei nº 6.741/2023, de 14 de dezembro de2023, que altera o dispositivo de Lei nº 6.583/2023, de 27 de junho de 2023, que dispõe sobre as Diretrizes Orçamentarias para o Exercício de 2024.",Aprovada,Extraordinário,Poder Executivo
00010/2024,22/01/2024,"Lei nº 6.740/2023, de 14 d dezembro de 2023, que altera dispositivo de Lei nº 6.027/2021, de 06 de julho de 2021, e suas alterações que dispõem sobre o Plano Plurianual do Município de Capivari, para o período de 2022 a 2025.",Aprovada,Extraordinário,Poder Executivo
00077/2024,19/12/2023,"Institui a política municipal pela primeira infância de Capivari, e dá outras providências.",Tramitando,Ordinário,Poder Executivo
00133/2024,08/12/2023,Solicita informações sobre o uso de redes sociais por agentes políticos,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00346/2024,07/12/2023,"Solicita instalação de reduto de velocidade na Rua Adolfo Fonaro, no Bairro Porto Alegre.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00354/2024,07/12/2023,"Solicita manutenção em boca de lobo sem tampa na Rua Noel Rosa, na altura do número 239, no bairro Morada do Sol",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00357/2024,07/12/2023,"Solicita manutenção na grade de proteção o bueiro localizado na Rua João Emídio Capossoli, na altura do número 455, no bairro Vila Souza.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00359/2024,07/12/2023,"Solicita providências necessárias no sentido de avaliação técnica na Rua Antônio Lamas, no Residencial Santa Rita, para verificar o encanamento colocado próximo à sarjeta que está gerando transtornos devido ao rebaixamento do asfalto.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00361/2024,07/12/2023,"Solicita a inspeção, fiscalização e notificação ao proprietário do terreno localizado na Rua Alcides Tognin, terreno E 06, no bairro Jardim Tarsila, para que efetue a limpeza.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00362/2024,07/12/2023,"Solicita sinalização de solo (faixa de pedestres) na Avenida João Luís Quagliato, na altura do número 116, no bairro Santo Antônio",Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00363/2024,07/12/2023,Solicita instalação e bebedouros industriais nas Praças Centrais.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00365/2024,07/12/2023,"Solicita instalação de semáforo de pedestre, com acionamento via dispositivo do tipo botoeira, na Alameda Faustina Franchi Annicchino, em frente ao Cemitério São João Batista.",Aprovada,Ordinário,VINÍCIUS SCARSO
,07/12/2023,"Solicita aumento do vale alimentação para R$ 500,00 para todos os servidores da prefeitura.",Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00134/2024,07/12/2023,Solicita informações sobre a existência e leis em outros municípios da Região e Campinas ou Piracicaba que regulamentem o transporte por aplicativo,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00135/2024,07/12/2023,Solicita informações sobre atendimento a motoristas de aplicativo pela prefeitura,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00136/2024,07/12/2023,"Solicita informações sobre afundamento do asfalto na Rua Antônio Lamas, no Residencial Parque Santa Rita.",Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00137/2024,07/12/2023,Solicita informações sobre capinação em áreas públicas,Aprovada,Ordinário,JEISELE RENATA ROSADA
00138/2024,07/12/2023,Solicita informações sobre descarte irregular de entulhos,Aprovada,Ordinário,JEISELE RENATA ROSADA
00139/2024,07/12/2023,Solicita informações sobre lâmpadas queimadas no município de Capivari,Aprovada,Ordinário,VINÍCIUS SCARSO
00369/2024,30/11/2023,"Solicita período de teste para mudança de direção de mão única na Avenida Brigadeiro Faria Lima, sentido Centro, iniciando na ponte do Lava-pés, para avaliar se mudança definitiva será benéfica.",Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00370/2024,30/11/2023,"Solicita estudos para mudança de direção de mão única na Avenida Brigadeiro Faria Lima, sentido Centro, iniciando na ponte do Lava-pés.",Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00371/2024,30/11/2023,Solicita a substituição das lâmpadas convencionais por lâmpadas de LED na ponte Santoro.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00372/2024,30/11/2023,Solicita a realização de estudos para implantação de área de lazer no bairro Caraça I.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00374/2024,30/11/2023,Solicita manutenção da calçada em torno do Centro Esportivo José Antonelli Neto - Campinho do FIFI,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00375/2024,30/11/2023,Solicita melhorias em todo o Bairro Flamboyant II.,Aprovada,Ordinário,NELSON DE SOUSA SOARES
00376/2024,30/11/2023,"Solicita estudos de melhorias de trânsito na Rua Franklina de Almeida Barros, na altura do Supermercado Bresciani.",Aprovada,Ordinário,MARCOS SABINO FERNANDES
00377/2024,30/11/2023,Solicita substituição das lâmpadas queimadas da Rodoviária Vitório Angelin.,Aprovada,Ordinário,DENILTON ROCHA DOS SANTOS
00378/2024,30/11/2023,Solicita a revitalização do Córrego Chiquinho Quadros em toda extensão da Avenida Belmiro Guitti.,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00379/2024,30/11/2023,"Solicita revitalização da Praça da Bíblia, no bairro Gênova.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00380/2024,30/11/2023,"Solicita substituição as lâmpadas queimadas na Praça da Bíblia, no bairro Gênova.",Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00140/2024,30/11/2023,Solicita informações sobre o Programa Município Verde Azul do Governo do Estado de São Paulo,Aprovada,Ordinário,THIAGO JUNIOR ANESIO BRAGGION
00141/2024,30/11/2023,Solicita informações sobre estudos ou projetos para construção de uma rotatória no Centro,Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00142/2024,30/11/2023,Solicita informações sobre medida padrão para largura das estradas rurais,Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00381/2024,23/11/2023,"Solicita estudos técnicos visando a construção de um ""sarjetão"" no cruzamento das Ruas Machado de Assis e Noel Rosa, no bairro Morada do Sol.",Aprovada,Ordinário,ODÉSIO DE JESUS FERRAZ
00382/2024,23/11/2023,"Solicita oferta de curso de capacitação em atendimento ao público para os servidores que atuam na área da saúde, com intuito de orientar o atendimento inclusivo às pessoas com deficiência e outras prioridades.",Aprovada,Ordinário,JEISELE RENATA ROSADA
00383/2024,23/11/2023,"Solicita fiscalização e notificação, em caso e terreno de propriedade particular ou de propriedade do Poder Público, para que se realize a limpeza do terreno localizado na Rua José Luiz Cabrera, no bairro Alto do Castelani.",Aprovada,Ordinário,MARCOS SABINO FERNANDES
00143/2024,23/11/2023,Solicita informações sobre estudos ou projetos para compra de prédio a ser utilizado como escola,Aprovada,Ordinário,DENILTON ROCHA DOS SANTOS
00144/2024,23/11/2023,Solicita informações sobre descarte irregular no córrego Chiquinho Quadros,Aprovada,Ordinário,JOSÉ EDUARDO BOMBONATTI
00145/2024,23/11/2023,"Solicita informações sobre descarte irregular de lixo e entulhos em terreno na Rua Antônio Cláudio, no bairro Vila di Capri",Aprovada,Ordinário,MARCOS SABINO FERNANDES
00146/2024,23/11/2023,Solicita informações sobre a existência de estudos ou projetos para construção de uma nova escola municipal,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00459/2024,19/11/2023,Solicita a remoção de entulhos no bairro Santa Teresa d'Ávila.,Aprovada,Ordinário,RUAN HENRIQUE PELLEGRINI BRAGGION
00384/2024,17/11/2023,"Solicita limpeza no bueiro (boca de lobo) existente na Rua Álvaro Stucchi, no bairro Jardim Branyl.",Aprovada,Ordinário,MARCOS SABINO FERNANDES
00385/2024,16/11/2023,Solicita manutenção hidráulica da Escola Augusto Castanho.,Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, DENILTON ROCHA DOS SANTOS"
00386/2024,16/11/2023,"Solicita manutenção do telhado, na estrutura, telhas e forros da Escola Augusto Castanho.",Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, DENILTON ROCHA DOS SANTOS"
00387/2024,16/11/2023,"Solicita distribuição de água mineral para alunos e servidores das escolas e creches do município, pois os filtros não são suficientes com a onda de calor.",Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, DENILTON ROCHA DOS SANTOS"
00388/2024,16/11/2023,Solicita instalação de climatizadores e ar condicionado nas escolas e creches municipais.,Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, DENILTON ROCHA DOS SANTOS"
00390/2024,16/11/2023,Solicita instalação de ventiladores ou consertar os existentes que estão quebrados nas dependências das escolas e creches.,Aprovada,Ordinário,"PALOMA TATIANE DA SILVA, DENILTON ROCHA DOS SANTOS"
00392/2024,16/11/2023,"Solicita instalação de fraldário em todos os banheiros públicos, com atenção especial ao banheiro da Praça Cesário Motta.",Aprovada,Ordinário,NELSON DE SOUSA SOARES
00394/2024,16/11/2023,Solicita estudos para realização e feira noturna em bairros populosos e distantes do centro de Capivari.,Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00395/2024,16/11/2023,"Solicita estudos para inserção na Rede Municipal de Ensino do programa ""Escola da Inteligência"".",Aprovada,Ordinário,JOSÉ EDUARDO DE CAMPOS PACHECO
00396/2024,16/11/2023,Solicita realização de estudo para reforçar a implementação de materiais didáticos para o atendimento das crianças com Espectro Autista no Município.,Aprovada,Ordinário,PALOMA TATIANE DA SILVA
00397/2024,16/11/2023,"Solicita a recuperação da Rua Ester Herche Brunherotto, no Distrito Industrial Corte Preto, através da colocação de cascalho e serviço de máquina motoniveladora.",Aprovada,Ordinário,MARCOS SABINO FERNANDES
00398/2024,16/11/2023,"Solicita avaliação em todas as árvores do município para verificar a existência de cupins, fungos e a necessidade de podas, devido aos ventos fortes que vêm ocorrendo na região.",Aprovada,Ordinário,INÊS LUIZA FELIX DA COSTA
